70,010,04,09,04,33,6, , , ,A,1970-01-10T04:09:00.000000Z,1970-01-10T04:33:00.000000Z
70,010,06,54,07,10, , , , , ,1970-01-10T06:54:00.000000Z,1970-01-10T07:10:00.000000Z
70,010,23,06,23,41, , , , ,A,1970-01-10T23:06:00.000000Z,1970-01-10T23:41:00.000000Z
70,011,02,39,03,30, , , , , ,1970-01-11T02:39:00.000000Z,1970-01-11T03:30:00.000000Z
70,012,00,35,00,55, , , , , ,1970-01-12T00:35:00.000000Z,1970-01-12T00:55:00.000000Z
70,012,12,41,12,50, , , , ,M,1970-01-12T12:41:00.000000Z,1970-01-12T12:50:00.000000Z
70,015,04,39,05,12, , , , , ,1970-01-15T04:39:00.000000Z,1970-01-15T05:12:00.000000Z
70,019,20,25,21,52, , , , ,C,1970-01-19T20:25:00.000000Z,1970-01-19T21:52:00.000000Z
70,020,15,15,15,50, , , , , ,1970-01-20T15:15:00.000000Z,1970-01-20T15:50:00.000000Z
70,021,04,55,05,20, , , , , ,1970-01-21T04:55:00.000000Z,1970-01-21T05:20:00.000000Z
70,021,12,50,13,25, , , , , ,1970-01-21T12:50:00.000000Z,1970-01-21T13:25:00.000000Z
70,021,19,24,19,49, , , , , ,1970-01-21T19:24:00.000000Z,1970-01-21T19:49:00.000000Z
70,022,08,51,09,12, , , , ,A,1970-01-22T08:51:00.000000Z,1970-01-22T09:12:00.000000Z
70,022,15,06,15,32, , , , ,A,1970-01-22T15:06:00.000000Z,1970-01-22T15:32:00.000000Z
70,023,20,37,20,50, , , , , ,1970-01-23T20:37:00.000000Z,1970-01-23T20:50:00.000000Z
70,024,03,39,04,10, , , , ,A,1970-01-24T03:39:00.000000Z,1970-01-24T04:10:00.000000Z
70,024,04,44,05,50, , , , ,C,1970-01-24T04:44:00.000000Z,1970-01-24T05:50:00.000000Z
70,024,06,53,07,25, , , , ,C,1970-01-24T06:53:00.000000Z,1970-01-24T07:25:00.000000Z
70,025,02,41,03,00, , , , ,A,1970-01-25T02:41:00.000000Z,1970-01-25T03:00:00.000000Z
70,026,11,42,12,05, , , , , ,1970-01-26T11:42:00.000000Z,1970-01-26T12:05:00.000000Z
70,026,14,47,15,20, , , , ,M,1970-01-26T14:47:00.000000Z,1970-01-26T15:20:00.000000Z
70,029,00,17,00,50, , , , ,A,1970-01-29T00:17:00.000000Z,1970-01-29T00:50:00.000000Z
70,029,16,58,17,45,6, , , , ,1970-01-29T16:58:00.000000Z,1970-01-29T17:45:00.000000Z
70,030,06,29,06,50, , , , , ,1970-01-30T06:29:00.000000Z,1970-01-30T06:50:00.000000Z
70,031,23,30,23,50, , , , , ,1970-01-31T23:30:00.000000Z,1970-01-31T23:50:00.000000Z
70,032,03,48,04,25, , , , ,A,1970-02-01T03:48:00.000000Z,1970-02-01T04:25:00.000000Z
70,032,04,30,05,00,2, , , , ,1970-02-01T04:30:00.000000Z,1970-02-01T05:00:00.000000Z
70,033,02,03,02,30, , , , , ,1970-02-02T02:03:00.000000Z,1970-02-02T02:30:00.000000Z
70,033,10,59,11,30, , , , ,A,1970-02-02T10:59:00.000000Z,1970-02-02T11:30:00.000000Z
70,033,14,30,15,10, , , , ,A,1970-02-02T14:30:00.000000Z,1970-02-02T15:10:00.000000Z
70,033,15,20,16,10, , , , ,A,1970-02-02T15:20:00.000000Z,1970-02-02T16:10:00.000000Z
70,033,20,57,  ,  , , , , , ,1970-02-02T20:57:00.000000Z,1970-02-02T20:57:00.000000Z
70,034,18,35,19,10, , , , , ,1970-02-03T18:35:00.000000Z,1970-02-03T19:10:00.000000Z
70,034,20,29,21,00, , , , ,M,1970-02-03T20:29:00.000000Z,1970-02-03T21:00:00.000000Z
70,035,18,49,19,30, , , , , ,1970-02-04T18:49:00.000000Z,1970-02-04T19:30:00.000000Z
70,035,20,40,21,35, , , , ,A,1970-02-04T20:40:00.000000Z,1970-02-04T21:35:00.000000Z
70,036,04,22,05,00, , , , ,A,1970-02-05T04:22:00.000000Z,1970-02-05T05:00:00.000000Z
70,036,08,11,08,45, , , , , ,1970-02-05T08:11:00.000000Z,1970-02-05T08:45:00.000000Z
70,036,14,32,15,10, , , , ,M,1970-02-05T14:32:00.000000Z,1970-02-05T15:10:00.000000Z
70,036,16,27,16,50, , , , , ,1970-02-05T16:27:00.000000Z,1970-02-05T16:50:00.000000Z
70,037,08,06,08,45, , , , ,A,1970-02-06T08:06:00.000000Z,1970-02-06T08:45:00.000000Z
70,038,01,33,02,20, , , , ,A,1970-02-07T01:33:00.000000Z,1970-02-07T02:20:00.000000Z
70,038,03,26,04,20, , , , ,A,1970-02-07T03:26:00.000000Z,1970-02-07T04:20:00.000000Z
70,038,13,39,14,10, , , , , ,1970-02-07T13:39:00.000000Z,1970-02-07T14:10:00.000000Z
70,040,08,21,  ,  , , , , , ,1970-02-09T08:21:00.000000Z,1970-02-09T08:21:00.000000Z
70,041,07,20,08,00, , , , , ,1970-02-10T07:20:00.000000Z,1970-02-10T08:00:00.000000Z
70,043,21,34,22,15, , , , , ,1970-02-12T21:34:00.000000Z,1970-02-12T22:15:00.000000Z
70,047,10,41,11,30, , , , , ,1970-02-16T10:41:00.000000Z,1970-02-16T11:30:00.000000Z
70,049,00,29,01,10, , , , ,A,1970-02-18T00:29:00.000000Z,1970-02-18T01:10:00.000000Z
70,049,01,41,02,30, , , , ,C,1970-02-18T01:41:00.000000Z,1970-02-18T02:30:00.000000Z
70,049,03,32,04,10, , , , ,M,1970-02-18T03:32:00.000000Z,1970-02-18T04:10:00.000000Z
70,049,07,51,08,30, , , , , ,1970-02-18T07:51:00.000000Z,1970-02-18T08:30:00.000000Z
70,049,12,11,14,20, , , , ,C,1970-02-18T12:11:00.000000Z,1970-02-18T14:20:00.000000Z
70,049,14,38,15,15, , , , ,A,1970-02-18T14:38:00.000000Z,1970-02-18T15:15:00.000000Z
70,049,15,30,16,20, , , , , ,1970-02-18T15:30:00.000000Z,1970-02-18T16:20:00.000000Z
70,050,00,28,01,00, , , , , ,1970-02-19T00:28:00.000000Z,1970-02-19T01:00:00.000000Z
70,050,03,58,04,40, , , , ,A,1970-02-19T03:58:00.000000Z,1970-02-19T04:40:00.000000Z
70,050,08,36,09,15, , , , ,M,1970-02-19T08:36:00.000000Z,1970-02-19T09:15:00.000000Z
70,050,09,33,10,20, , , , , ,1970-02-19T09:33:00.000000Z,1970-02-19T10:20:00.000000Z
70,050,16,35,17,20, , , , , ,1970-02-19T16:35:00.000000Z,1970-02-19T17:20:00.000000Z
70,051,05,17,06,00, , , , , ,1970-02-20T05:17:00.000000Z,1970-02-20T06:00:00.000000Z
70,051,10,25,11,05, , , , , ,1970-02-20T10:25:00.000000Z,1970-02-20T11:05:00.000000Z
70,051,12,25,13,00, , , , , ,1970-02-20T12:25:00.000000Z,1970-02-20T13:00:00.000000Z
70,051,13,35,14,10, , , , , ,1970-02-20T13:35:00.000000Z,1970-02-20T14:10:00.000000Z
70,051,16,12,17,00, , , , ,A,1970-02-20T16:12:00.000000Z,1970-02-20T17:00:00.000000Z
70,051,18,17,18,50, , , , , ,1970-02-20T18:17:00.000000Z,1970-02-20T18:50:00.000000Z
70,051,19,11,19,40, , , , ,M,1970-02-20T19:11:00.000000Z,1970-02-20T19:40:00.000000Z
70,051,23,04,  ,  , , , , , ,1970-02-20T23:04:00.000000Z,1970-02-20T23:04:00.000000Z
70,052,07,35,08,20, , , , ,C,1970-02-21T07:35:00.000000Z,1970-02-21T08:20:00.000000Z
70,052,11,48,12,10, , , , , ,1970-02-21T11:48:00.000000Z,1970-02-21T12:10:00.000000Z
70,052,18,51,19,12, , , , ,A,1970-02-21T18:51:00.000000Z,1970-02-21T19:12:00.000000Z
70,054,05,31,06,04, , , , , ,1970-02-23T05:31:00.000000Z,1970-02-23T06:04:00.000000Z
70,054,21,40,22,40, , , , ,C,1970-02-23T21:40:00.000000Z,1970-02-23T22:40:00.000000Z
70,056,06,05,06,30, , , , , ,1970-02-25T06:05:00.000000Z,1970-02-25T06:30:00.000000Z
70,057,16,31,17,30, , , , ,A,1970-02-26T16:31:00.000000Z,1970-02-26T17:30:00.000000Z
70,060,18,28,18,50, , , , , ,1970-03-01T18:28:00.000000Z,1970-03-01T18:50:00.000000Z
70,060,18,53,19,30, , , , , ,1970-03-01T18:53:00.000000Z,1970-03-01T19:30:00.000000Z
70,061,01,30,01,50, , , , , ,1970-03-02T01:30:00.000000Z,1970-03-02T01:50:00.000000Z
70,061,01,52,02,50, , , , ,A,1970-03-02T01:52:00.000000Z,1970-03-02T02:50:00.000000Z
70,061,04,44,05,50, , , , ,A,1970-03-02T04:44:00.000000Z,1970-03-02T05:50:00.000000Z
70,061,08,01,08,40, , , , ,M,1970-03-02T08:01:00.000000Z,1970-03-02T08:40:00.000000Z
70,061,10,59,11,30, , , , , ,1970-03-02T10:59:00.000000Z,1970-03-02T11:30:00.000000Z
70,061,15,21,16,00, , , , , ,1970-03-02T15:21:00.000000Z,1970-03-02T16:00:00.000000Z
70,061,22,04,22,40, , , , ,A,1970-03-02T22:04:00.000000Z,1970-03-02T22:40:00.000000Z
70,062,07,37,08,10, , , , ,C,1970-03-03T07:37:00.000000Z,1970-03-03T08:10:00.000000Z
70,062,08,30,09,20, , , , ,A,1970-03-03T08:30:00.000000Z,1970-03-03T09:20:00.000000Z
70,062,09,55,10,20, , , , , ,1970-03-03T09:55:00.000000Z,1970-03-03T10:20:00.000000Z
70,062,13,28,13,55, , , , , ,1970-03-03T13:28:00.000000Z,1970-03-03T13:55:00.000000Z
70,062,15,32,16,10, , , , ,M,1970-03-03T15:32:00.000000Z,1970-03-03T16:10:00.000000Z
70,062,20,17,21,30, , , , ,C,1970-03-03T20:17:00.000000Z,1970-03-03T21:30:00.000000Z
70,063,04,22,05,30, , , , ,A,1970-03-04T04:22:00.000000Z,1970-03-04T05:30:00.000000Z
70,064,17,02,17,30, , , , , ,1970-03-05T17:02:00.000000Z,1970-03-05T17:30:00.000000Z
70,064,19,10,19,40, , , , , ,1970-03-05T19:10:00.000000Z,1970-03-05T19:40:00.000000Z
70,064,23,45,00,40, , , , ,A,1970-03-05T23:45:00.000000Z,1970-03-06T00:40:00.000000Z
70,065,01,40,02,00, , , , , ,1970-03-06T01:40:00.000000Z,1970-03-06T02:00:00.000000Z
70,065,08,45,09,10, , , , , ,1970-03-06T08:45:00.000000Z,1970-03-06T09:10:00.000000Z
70,065,21,34,22,10, , , , ,A,1970-03-06T21:34:00.000000Z,1970-03-06T22:10:00.000000Z
