# frame_count, ap_station, ground_station, nc, time, lpx, lpy, lpz
55,12,0,4,1974-02-23 21:17:00.036000,526,489,491
56,12,0,1,1974-02-23 21:17:00.186000,526,489,491
56,12,0,2,1974-02-23 21:17:00.337000,526,489,492
56,12,0,3,1974-02-23 21:17:00.488000,527,489,492
56,12,0,4,1974-02-23 21:17:00.639000,527,489,492
57,12,0,1,1974-02-23 21:17:00.790000,526,489,492
57,12,0,2,1974-02-23 21:17:00.941000,526,488,492
57,12,0,3,1974-02-23 21:17:01.092000,526,488,492
57,12,0,4,1974-02-23 21:17:01.243000,526,488,492
58,12,0,1,1974-02-23 21:17:01.393000,526,488,492
58,12,0,2,1974-02-23 21:17:01.544000,527,488,492
58,12,0,3,1974-02-23 21:17:01.695000,527,489,491
58,12,0,4,1974-02-23 21:17:01.846000,527,489,491
59,12,0,1,1974-02-23 21:17:01.997000,527,488,492
59,12,0,2,1974-02-23 21:17:02.148000,527,489,492
59,12,0,3,1974-02-23 21:17:02.299000,527,488,492
59,12,0,4,1974-02-23 21:17:02.450000,527,488,492
60,12,0,1,1974-02-23 21:17:02.601000,527,488,492
60,12,0,2,1974-02-23 21:17:02.752000,527,488,492
60,12,0,3,1974-02-23 21:17:02.903000,527,488,492
60,12,0,4,1974-02-23 21:17:03.054000,527,489,492
61,12,0,1,1974-02-23 21:17:03.205000,526,489,491
61,12,0,2,1974-02-23 21:17:03.356000,526,489,491
61,12,0,3,1974-02-23 21:17:03.507000,527,489,491
61,12,0,4,1974-02-23 21:17:03.658000,527,489,491
62,12,0,1,1974-02-23 21:17:03.809000,527,489,491
62,12,0,2,1974-02-23 21:17:03.960000,527,489,492
62,12,0,3,1974-02-23 21:17:04.111000,527,489,492
62,12,0,4,1974-02-23 21:17:04.262000,527,489,492
63,12,0,1,1974-02-23 21:17:04.412000,527,489,492
63,12,0,2,1974-02-23 21:17:04.563000,527,488,492
63,12,0,3,1974-02-23 21:17:04.714000,527,488,492
63,12,0,4,1974-02-23 21:17:04.865000,526,489,492
64,12,0,1,1974-02-23 21:17:05.017000,526,489,491
64,12,0,2,1974-02-23 21:17:05.168000,526,489,492
64,12,0,3,1974-02-23 21:17:05.319000,526,489,492
64,12,0,4,1974-02-23 21:17:05.470000,526,489,492
65,12,0,1,1974-02-23 21:17:05.620000,526,488,492
65,12,0,2,1974-02-23 21:17:05.771000,527,488,492
65,12,0,3,1974-02-23 21:17:05.922000,527,488,492
65,12,0,4,1974-02-23 21:17:06.073000,527,489,492
66,12,0,1,1974-02-23 21:17:06.224000,527,488,492
66,12,0,2,1974-02-23 21:17:06.375000,527,488,492
66,12,0,3,1974-02-23 21:17:06.526000,527,488,492
66,12,0,4,1974-02-23 21:17:06.677000,527,488,492
67,12,0,1,1974-02-23 21:17:06.828000,527,488,492
67,12,0,2,1974-02-23 21:17:06.979000,527,488,492
67,12,0,3,1974-02-23 21:17:07.130000,527,489,492
67,12,0,4,1974-02-23 21:17:07.281000,527,489,492
68,12,0,1,1974-02-23 21:17:07.431000,527,489,492
68,12,0,2,1974-02-23 21:17:07.582000,527,489,491
68,12,0,3,1974-02-23 21:17:07.733000,527,489,492
68,12,0,4,1974-02-23 21:17:07.884000,526,489,492
69,12,0,1,1974-02-23 21:17:08.035000,526,489,491
69,12,0,2,1974-02-23 21:17:08.186000,526,489,492
69,12,0,3,1974-02-23 21:17:08.337000,526,489,492
69,12,0,4,1974-02-23 21:17:08.488000,526,488,492
70,12,0,1,1974-02-23 21:17:08.639000,526,488,492
70,12,0,2,1974-02-23 21:17:08.790000,527,488,492
70,12,0,3,1974-02-23 21:17:08.941000,527,488,492
70,12,0,4,1974-02-23 21:17:09.092000,527,488,492
71,12,0,1,1974-02-23 21:17:09.243000,527,488,492
71,12,0,2,1974-02-23 21:17:09.394000,527,488,492
71,12,0,3,1974-02-23 21:17:09.545000,527,489,492
71,12,0,4,1974-02-23 21:17:09.696000,527,489,492
72,12,0,1,1974-02-23 21:17:09.846000,527,489,492
72,12,0,2,1974-02-23 21:17:09.997000,527,488,492
72,12,0,3,1974-02-23 21:17:10.148000,527,488,492
72,12,0,4,1974-02-23 21:17:10.299000,526,488,492
73,12,0,1,1974-02-23 21:17:10.450000,526,488,492
73,12,0,2,1974-02-23 21:17:10.601000,526,488,492
73,12,0,3,1974-02-23 21:17:10.752000,526,488,492
73,12,0,4,1974-02-23 21:17:10.903000,526,488,492
74,12,0,1,1974-02-23 21:17:11.054000,526,488,492
74,12,0,2,1974-02-23 21:17:11.205000,526,488,492
74,12,0,3,1974-02-23 21:17:11.356000,527,489,492
74,12,0,4,1974-02-23 21:17:11.507000,527,489,492
75,12,0,1,1974-02-23 21:17:11.658000,526,489,492
75,12,0,2,1974-02-23 21:17:11.809000,526,489,492
75,12,0,3,1974-02-23 21:17:11.960000,526,489,492
75,12,0,4,1974-02-23 21:17:12.111000,526,489,491
76,12,0,1,1974-02-23 21:17:12.262000,526,488,492
76,12,0,2,1974-02-23 21:17:12.413000,527,488,492
76,12,0,3,1974-02-23 21:17:12.564000,527,488,492
76,12,0,4,1974-02-23 21:17:12.715000,527,488,491
77,12,0,1,1974-02-23 21:17:12.865000,527,488,492
77,12,0,2,1974-02-23 21:17:13.016000,527,488,492
77,12,0,3,1974-02-23 21:17:13.167000,527,488,492
77,12,0,4,1974-02-23 21:17:13.318000,527,488,492
78,12,0,1,1974-02-23 21:17:13.470000,527,489,492
78,12,0,2,1974-02-23 21:17:13.621000,527,489,492
78,12,0,3,1974-02-23 21:17:13.772000,526,489,492
78,12,0,4,1974-02-23 21:17:13.923000,526,489,491
79,12,0,1,1974-02-23 21:17:14.073000,526,489,492
79,12,0,2,1974-02-23 21:17:14.224000,526,489,492
79,12,0,3,1974-02-23 21:17:14.375000,526,488,492
79,12,0,4,1974-02-23 21:17:14.526000,526,488,492
80,12,0,1,1974-02-23 21:17:14.677000,526,488,492
80,12,0,2,1974-02-23 21:17:14.828000,527,488,492
80,12,0,3,1974-02-23 21:17:14.979000,527,488,492
80,12,0,4,1974-02-23 21:17:15.130000,527,488,492
81,12,0,1,1974-02-23 21:17:15.281000,527,488,492
