# frame_count, ap_station, ground_station, nc, time, lpx, lpy, lpz
49,12,5,3,1972-12-06 23:10:00.027000,526,493,496
49,12,5,4,1972-12-06 23:10:00.178000,526,494,496
50,12,5,1,1972-12-06 23:10:00.329000,526,494,496
50,12,5,2,1972-12-06 23:10:00.480000,526,494,496
50,12,5,3,1972-12-06 23:10:00.631000,526,494,495
50,12,5,4,1972-12-06 23:10:00.782000,526,493,495
51,12,5,1,1972-12-06 23:10:00.933000,526,493,495
51,12,5,2,1972-12-06 23:10:01.084000,526,493,495
51,12,5,3,1972-12-06 23:10:01.235000,526,493,495
51,12,5,4,1972-12-06 23:10:01.386000,526,493,495
52,12,5,1,1972-12-06 23:10:01.537000,525,493,495
52,12,5,2,1972-12-06 23:10:01.688000,525,493,495
52,12,5,3,1972-12-06 23:10:01.839000,525,493,495
52,12,5,4,1972-12-06 23:10:01.990000,525,493,496
53,12,5,1,1972-12-06 23:10:02.141000,525,493,496
53,12,5,2,1972-12-06 23:10:02.292000,525,493,496
53,12,5,3,1972-12-06 23:10:02.443000,525,493,495
53,12,5,4,1972-12-06 23:10:02.594000,525,493,495
54,12,5,1,1972-12-06 23:10:02.744000,525,494,495
54,12,5,2,1972-12-06 23:10:02.895000,525,494,495
54,12,5,3,1972-12-06 23:10:03.046000,526,494,495
54,12,5,4,1972-12-06 23:10:03.197000,526,494,495
55,12,5,1,1972-12-06 23:10:03.348000,526,494,495
55,12,5,2,1972-12-06 23:10:03.499000,526,494,495
55,12,5,3,1972-12-06 23:10:03.650000,526,493,495
55,12,5,4,1972-12-06 23:10:03.801000,526,493,495
56,12,5,1,1972-12-06 23:10:03.952000,526,493,495
56,12,5,2,1972-12-06 23:10:04.103000,526,493,495
56,12,5,3,1972-12-06 23:10:04.254000,526,493,495
56,12,5,4,1972-12-06 23:10:04.405000,526,493,495
57,12,5,1,1972-12-06 23:10:04.555000,525,493,496
57,12,5,2,1972-12-06 23:10:04.706000,526,493,495
57,12,5,3,1972-12-06 23:10:04.857000,526,493,495
57,12,5,4,1972-12-06 23:10:05.008000,526,494,495
58,12,5,1,1972-12-06 23:10:05.159000,526,494,495
58,12,5,2,1972-12-06 23:10:05.310000,526,494,495
58,12,5,3,1972-12-06 23:10:05.461000,526,494,495
58,12,5,4,1972-12-06 23:10:05.612000,525,494,495
59,12,5,1,1972-12-06 23:10:05.763000,525,493,496
59,12,5,2,1972-12-06 23:10:05.914000,525,493,495
59,12,5,3,1972-12-06 23:10:06.065000,525,493,495
59,12,5,4,1972-12-06 23:10:06.216000,526,493,495
60,12,5,1,1972-12-06 23:10:06.367000,526,493,495
60,12,5,2,1972-12-06 23:10:06.518000,526,493,495
60,12,5,3,1972-12-06 23:10:06.669000,526,493,495
60,12,5,4,1972-12-06 23:10:06.820000,526,493,495
61,12,5,1,1972-12-06 23:10:06.971000,526,493,495
61,12,5,2,1972-12-06 23:10:07.122000,526,493,495
61,12,5,3,1972-12-06 23:10:07.273000,526,494,495
61,12,5,4,1972-12-06 23:10:07.424000,526,494,495
62,12,5,1,1972-12-06 23:10:07.574000,525,494,495
62,12,5,2,1972-12-06 23:10:07.725000,525,494,495
62,12,5,3,1972-12-06 23:10:07.876000,525,494,495
62,12,5,4,1972-12-06 23:10:08.027000,525,494,495
63,12,5,1,1972-12-06 23:10:08.178000,525,493,496
63,12,5,2,1972-12-06 23:10:08.329000,525,493,496
63,12,5,3,1972-12-06 23:10:08.480000,526,493,495
63,12,5,4,1972-12-06 23:10:08.631000,526,493,495
64,12,5,1,1972-12-06 23:10:08.782000,526,493,495
64,12,5,2,1972-12-06 23:10:08.933000,526,493,495
64,12,5,3,1972-12-06 23:10:09.084000,526,493,495
64,12,5,4,1972-12-06 23:10:09.235000,526,493,495
65,12,5,1,1972-12-06 23:10:09.386000,526,493,495
65,12,5,2,1972-12-06 23:10:09.537000,526,494,495
65,12,5,3,1972-12-06 23:10:09.688000,526,494,495
65,12,5,4,1972-12-06 23:10:09.839000,525,494,495
66,12,5,1,1972-12-06 23:10:09.989000,526,494,495
66,12,5,2,1972-12-06 23:10:10.140000,525,494,495
66,12,5,3,1972-12-06 23:10:10.291000,525,494,495
66,12,5,4,1972-12-06 23:10:10.442000,525,494,495
67,12,5,1,1972-12-06 23:10:10.593000,525,493,495
67,12,5,2,1972-12-06 23:10:10.744000,525,493,495
67,12,5,3,1972-12-06 23:10:10.895000,526,493,495
