# frame_count, ap_station, ground_station, nc, time, lpx, lpy, lpz
22,12,5,4,1974-03-27 09:11:00.076000,527,488,491
23,12,5,1,1974-03-27 09:11:00.227000,527,488,491
23,12,5,2,1974-03-27 09:11:00.378000,527,488,492
23,12,5,3,1974-03-27 09:11:00.529000,527,488,492
23,12,5,4,1974-03-27 09:11:00.680000,527,488,492
24,12,5,1,1974-03-27 09:11:00.831000,527,488,492
24,12,5,2,1974-03-27 09:11:00.982000,527,488,492
24,12,5,3,1974-03-27 09:11:01.133000,527,487,491
24,12,5,4,1974-03-27 09:11:01.284000,526,487,491
25,12,5,1,1974-03-27 09:11:01.435000,526,487,491
25,12,5,2,1974-03-27 09:11:01.586000,526,487,491
25,12,5,3,1974-03-27 09:11:01.737000,526,487,491
25,12,5,4,1974-03-27 09:11:01.888000,527,488,491
26,12,5,1,1974-03-27 09:11:02.038000,527,488,491
26,12,5,2,1974-03-27 09:11:02.189000,527,488,491
26,12,5,3,1974-03-27 09:11:02.340000,527,488,491
26,12,5,4,1974-03-27 09:11:02.491000,527,488,491
27,12,5,1,1974-03-27 09:11:02.642000,527,488,492
27,12,5,2,1974-03-27 09:11:02.793000,527,488,492
27,12,5,3,1974-03-27 09:11:02.944000,527,488,492
27,12,5,4,1974-03-27 09:11:03.095000,527,488,491
28,12,5,1,1974-03-27 09:11:03.246000,527,488,491
28,12,5,2,1974-03-27 09:11:03.397000,527,488,491
28,12,5,3,1974-03-27 09:11:03.548000,526,488,491
28,12,5,4,1974-03-27 09:11:03.699000,526,487,491
29,12,5,1,1974-03-27 09:11:03.850000,526,487,491
29,12,5,2,1974-03-27 09:11:04.001000,526,487,491
29,12,5,3,1974-03-27 09:11:04.152000,526,487,491
29,12,5,4,1974-03-27 09:11:04.303000,526,488,491
30,12,5,1,1974-03-27 09:11:04.454000,527,488,491
30,12,5,2,1974-03-27 09:11:04.605000,527,488,491
30,12,5,3,1974-03-27 09:11:04.756000,527,488,491
30,12,5,4,1974-03-27 09:11:04.907000,528,488,491
31,12,5,1,1974-03-27 09:11:05.057000,528,488,491
31,12,5,2,1974-03-27 09:11:05.208000,528,488,491
31,12,5,3,1974-03-27 09:11:05.359000,528,488,491
31,12,5,4,1974-03-27 09:11:05.510000,528,488,491
32,12,5,1,1974-03-27 09:11:05.661000,527,488,491
32,12,5,2,1974-03-27 09:11:05.812000,527,488,491
32,12,5,3,1974-03-27 09:11:05.963000,527,488,491
32,12,5,4,1974-03-27 09:11:06.114000,527,487,491
33,12,5,1,1974-03-27 09:11:06.265000,526,487,491
33,12,5,2,1974-03-27 09:11:06.416000,526,487,491
33,12,5,3,1974-03-27 09:11:06.567000,526,488,492
33,12,5,4,1974-03-27 09:11:06.718000,527,488,491
34,12,5,1,1974-03-27 09:11:06.869000,527,488,491
34,12,5,2,1974-03-27 09:11:07.020000,527,488,491
34,12,5,3,1974-03-27 09:11:07.171000,527,488,491
34,12,5,4,1974-03-27 09:11:07.322000,528,488,491
35,12,5,1,1974-03-27 09:11:07.473000,528,488,491
35,12,5,2,1974-03-27 09:11:07.624000,528,488,491
35,12,5,3,1974-03-27 09:11:07.775000,528,488,491
35,12,5,4,1974-03-27 09:11:07.926000,528,488,491
36,12,5,1,1974-03-27 09:11:08.076000,527,488,491
36,12,5,2,1974-03-27 09:11:08.227000,527,488,491
36,12,5,3,1974-03-27 09:11:08.378000,527,487,491
36,12,5,4,1974-03-27 09:11:08.529000,526,487,491
37,12,5,1,1974-03-27 09:11:08.680000,526,487,491
37,12,5,2,1974-03-27 09:11:08.831000,526,487,491
37,12,5,3,1974-03-27 09:11:08.982000,526,487,491
37,12,5,4,1974-03-27 09:11:09.133000,526,488,491
38,12,5,1,1974-03-27 09:11:09.284000,526,488,491
38,12,5,2,1974-03-27 09:11:09.435000,527,488,491
38,12,5,3,1974-03-27 09:11:09.586000,527,488,491
38,12,5,4,1974-03-27 09:11:09.737000,528,488,491
39,12,5,1,1974-03-27 09:11:09.888000,528,488,491
39,12,5,2,1974-03-27 09:11:10.039000,527,488,491
39,12,5,3,1974-03-27 09:11:10.190000,527,488,492
